Collector|File|GoField|JSONTag
pci|pci.go|SubclassID|subclass_id
pci|pci.go|SubclassName|subclass_name
pci|pci.go|SubsystemID|sdevice_id
pci|pci.go|SubsystemName|sdevice_name
pci|pci.go|Revision|revision
pci|pci.go|Driver|driver
pci|pci.go|IOMMUGroup|iommu_group
pci|pci.go|ParentAddress|parent_address
platform| runtime.GOOS|OS|os
platform|product|Name|name
platform|platform.go|Version|version
platform|platform.go|VersionExtra|version_extra
platform|platform.go|Family|family
platform|platform.go|Architecture|architecture
platform|platform.go|Build|build
process|process.go|Count|count
process|process.go|Processes|processes
process|process.go|PID|pid
process|process.go|PPID|ppid
process|process.go|Name|name
process|process.go|Username|username
process| OCSF-style|CmdLine|cmd_line
process|process.go|State|state
process|process.go|StartTime|start_time
root_group|root_group.go|Name|name
rpm|rpm.go|Macros|macros
scaleway|scaleway.go|ID|id
scaleway|scaleway.go|Name|name
scaleway|scaleway.go|Hostname|hostname
scaleway|scaleway.go|Organization|organization
scaleway|scaleway.go|Project|project
scaleway|scaleway.go|CommercialType|commercial_type
scaleway|scaleway.go|Tags|tags
scaleway|scaleway.go|StateDetail|state_detail
scaleway|scaleway.go|PublicIP|public_ip
scaleway|scaleway.go|PublicIPID|public_ip_id
scaleway|scaleway.go|PublicIPDynamic|public_ip_dynamic
scaleway|scaleway.go|PrivateIP|private_ip
scaleway|scaleway.go|IPv6Address|ipv6_address
scaleway|scaleway.go|IPv6Netmask|ipv6_netmask
scaleway|scaleway.go|IPv6Gateway|ipv6_gateway
scaleway|scaleway.go|Zone|zone
scaleway|scaleway.go|PlatformID|platform_id
scaleway|scaleway.go|SSHPublicKeys|ssh_public_keys
scaleway|scaleway.go|Volumes|volumes
scaleway|scaleway.go|Timezone|timezone
scaleway|scaleway.go|Bootscript|bootscript
scaleway|scaleway.go|ID|id
scaleway|scaleway.go|Title|title
scaleway|scaleway.go|Architecture|architecture
scaleway|scaleway.go|Kernel|kernel
scaleway|scaleway.go|Initrd|initrd
scaleway|scaleway.go|Bootcmdargs|bootcmdargs
scaleway|scaleway.go|Organization|organization
scaleway|scaleway.go|Public|public
scaleway|scaleway.go|ID|id
scaleway|scaleway.go|Name|name
scaleway|scaleway.go|VolumeType|volume_type
scaleway|scaleway.go|Size|size
scaleway|scaleway.go|ExportURI|export_uri
scaleway|scaleway.go|ID|id
scaleway|scaleway.go|Name|name
scaleway|scaleway.go|Hostname|hostname
scaleway|scaleway.go|Organization|organization
scaleway|scaleway.go|Project|project
scaleway|scaleway.go|CommercialType|commercial_type
scaleway|scaleway.go|Tags|tags
scaleway|scaleway.go|StateDetail|state_detail
scaleway|scaleway.go|PublicIP|public_ip
scaleway|scaleway.go|PrivateIP|private_ip
scaleway|scaleway.go|IPv6|ipv6
scaleway|scaleway.go|Location|location
scaleway|scaleway.go|SSHPublicKeys|ssh_public_keys
scaleway|scaleway.go|Volumes|volumes
scaleway|scaleway.go|Timezone|timezone
scaleway|scaleway.go|Bootscript|bootscript
scaleway|scaleway.go|ID|id
scaleway|scaleway.go|Address|address
scaleway|scaleway.go|Dynamic|dynamic
scaleway|scaleway.go|Address|address
scaleway|scaleway.go|Netmask|netmask
scaleway|scaleway.go|Gateway|gateway
scaleway|scaleway.go|ZoneID|zone_id
scaleway|scaleway.go|PlatformID|platform_id
scaleway|scaleway.go|Key|key
scaleway|scaleway.go|ID|id
scaleway|scaleway.go|Title|title
scaleway|scaleway.go|Architecture|architecture
scaleway|scaleway.go|Kernel|kernel
scaleway|scaleway.go|Initrd|initrd
scaleway|scaleway.go|Bootcmdargs|bootcmdargs
scaleway|scaleway.go|Organization|organization
scaleway|scaleway.go|Public|public
scaleway|scaleway.go|ID|id
scaleway|scaleway.go|Name|name
scaleway|scaleway.go|VolumeType|volume_type
scaleway|scaleway.go|Size|size
scaleway|scaleway.go|ExportURI|export_uri
scsi|scsi.go|Devices|devices
scsi|scsi.go|SCSIAddr|scsi_addr
scsi|scsi.go|Type|type
scsi|scsi.go|Transport|transport
scsi|scsi.go|Name|name
scsi|scsi.go|Revision|revision
scsi|scsi.go|Device|device
selinux|selinux.go|Status|status
selinux|selinux.go|CurrentMode|current_mode
selinux|selinux.go|ConfigMode|config_mode
selinux|selinux.go|PolicyVersion|policy_version
selinux|selinux.go|MaxKernelPolicyVersion|max_kernel_policy_version
selinux|selinux.go|LoadedPolicyName|loaded_policy_name
services|services.go|Name|name
services|services.go|State|state
services|services.go|Enabled|enabled
services|services.go|Type|type
services|services.go|Services|services
sessions|sessions.go|LoggedIn|logged_in
sessions|sessions.go|User|user
sessions|sessions.go|Terminal|terminal
sessions|sessions.go|Host|host
sessions|sessions.go|Started|started
sessions|sessions.go|SessionID|session_id
sessions|sessions.go|UID|uid
sessions|sessions.go|Seat|seat
shard|shard.go|Seed|seed
shard|darwin.go|SerialNumber|serial_number
shard|darwin.go|}|SPHardwareDataType
shells|shells.go|Paths|paths
ssh|ssh.go|Keys|keys
ssh|ssh.go|Type|type
ssh|ssh.go|FingerprintSHA256|fingerprint_sha256
ssh|ssh.go|FingerprintMD5|fingerprint_md5
ssh|ssh.go|KeyLength|key_length
sysconf|sysconf.go|ClkTck|clk_tck
sysconf|sysconf.go|Pagesize|pagesize
sysconf|sysconf.go|NprocessorsConf|nprocessors_conf
sysconf|sysconf.go|NprocessorsOnln|nprocessors_onln
sysctl|sysctl.go|Params|params
systemd_paths|systemd_paths.go|Paths|paths
tc|tc.go|Kind|kind
tc|tc.go|Handle|handle
tc|tc.go|Parent|parent
tc|tc.go|Name|name
tc|tc.go|QDiscs|qdiscs
tc|tc.go|Interfaces|interfaces
users|users.go|Passwd|passwd
users|users.go|Group|group
users|users.go|CurrentUser|current_user
users|users.go|UID|uid
users|users.go|GID|gid
users|users.go|Dir|dir
users|users.go|Shell|shell
users|users.go|GECOS|gecos
users|users.go|GID|gid
users|users.go|Members|members
uptime|uptime.go|Seconds|seconds
uptime|uptime.go|BootTime|boot_time
uptime|uptime.go|Human|human
uptime|uptime.go|IdleSeconds|idle_seconds
uptime|uptime.go|IdleHuman|idle_human
virtualbox|virtualbox.go|HostVersion|version
virtualbox|virtualbox.go|HostRevision|revision
virtualbox|virtualbox.go|GuestAdditionsVersion|guest_additions_version
virtualbox|virtualbox.go|GuestAdditionsRevision|guest_additions_revision
virtualbox|virtualbox.go|LanguageID|language_id
timezone| IANA name|Name|name
timezone| Short code|Abbrev|abbrev
timezone|timezone.go|Offset|offset
virtualization|virtualization.go|System|system
virtualization|virtualization.go|Role|role
virtualization| every detected layer|Systems|systems
virtualization|virtualization.go|HypervisorHost|hypervisor_host
vmware|vmware.go|Version|version
vmware|vmware.go|Hosttime|hosttime
vmware|vmware.go|Speed|speed
vmware|vmware.go|SessionID|session_id
vmware|vmware.go|Balloon|balloon
vmware|vmware.go|Swap|swap
vmware|vmware.go|MemLimit|mem_limit
vmware|vmware.go|MemRes|mem_res
vmware|vmware.go|CPURes|cpu_res
vmware|vmware.go|CPULimit|cpu_limit
vmware|vmware.go|UpgradeStatus|upgrade_status
vmware|vmware.go|TimesyncStatus|timesync_status
vmware|vmware.go|HostType|host_type
vmware|vmware.go|HostVersion|host_version
zpools|zpools.go|Name|name
zpools|zpools.go|Size|size
zpools|zpools.go|Alloc|alloc
zpools|zpools.go|Free|free
zpools|zpools.go|Health|health
zpools|zpools.go|Altroot|altroot
zpools|zpools.go|Pools|pools
vmware|linux.go|Version|version
